city,city_ascii,lat,lng,admin_name,population,country_id2
Tokyo,Tokyo,35.6839,139.7744,TÅkyÅ,39105000,1
Jakarta,Jakarta,-6.2146,106.8451,Jakarta,35362000,2
Delhi,Delhi,28.6667,77.2167,Delhi,31870000,3
Manila,Manila,14.6,120.9833,Manila,23971000,4
SÃ£o Paulo,Sao Paulo,-23.5504,-46.6339,SÃ£o Paulo,22495000,5
Seoul,Seoul,37.56,126.99,Seoul,22394000,6
Mumbai,Mumbai,19.0758,72.8775,MahÄrÄshtra,22186000,3
Shanghai,Shanghai,31.1667,121.4667,Shanghai,22118000,7
Mexico City,Mexico City,19.4333,-99.1333,Ciudad de MÃ©xico,21505000,8
Guangzhou,Guangzhou,23.1288,113.259,Guangdong,21489000,7
Cairo,Cairo,30.0444,31.2358,Al QÄhirah,19787000,9
Beijing,Beijing,39.904,116.4075,Beijing,19437000,7
New York,New York,40.6943,-73.9249,New York,18713220,10
KolkÄta,Kolkata,22.5727,88.3639,West Bengal,18698000,3
Moscow,Moscow,55.7558,37.6178,Moskva,17693000,11
Bangkok,Bangkok,13.75,100.5167,Krung Thep Maha Nakhon,17573000,12
Dhaka,Dhaka,23.7289,90.3944,Dhaka,16839000,13
Buenos Aires,Buenos Aires,-34.5997,-58.3819,"Buenos Aires, Ciudad AutÃ³noma de",16216000,14
ÅŒsaka,Osaka,34.752,135.4582,ÅŒsaka,15490000,1
Lagos,Lagos,6.45,3.4,Lagos,15487000,15
Istanbul,Istanbul,41.01,28.9603,Ä°stanbul,15311000,16
Karachi,Karachi,24.86,67.01,Sindh,15292000,17
Kinshasa,Kinshasa,-4.3317,15.3139,Kinshasa,15056000,18
Shenzhen,Shenzhen,22.535,114.054,Guangdong,14678000,7
Bangalore,Bangalore,12.9791,77.5913,KarnÄtaka,13999000,3
Ho Chi Minh City,Ho Chi Minh City,10.8167,106.6333,Há»“ ChÃ­ Minh,13954000,19
Tehran,Tehran,35.7,51.4167,TehrÄn,13819000,20
Los Angeles,Los Angeles,34.1139,-118.4068,California,12750807,10
Rio de Janeiro,Rio de Janeiro,-22.9083,-43.1964,Rio de Janeiro,12486000,5
Chengdu,Chengdu,30.66,104.0633,Sichuan,11920000,7
Baoding,Baoding,38.8671,115.4845,Hebei,11860000,7
Chennai,Chennai,13.0825,80.275,Tamil NÄdu,11564000,3
Lahore,Lahore,31.5497,74.3436,Punjab,11148000,17
London,London,51.5072,-0.1275,"London, City of",11120000,21
Paris,Paris,48.8566,2.3522,ÃŽle-de-France,11027000,22
Tianjin,Tianjin,39.1467,117.2056,Tianjin,10932000,7
Linyi,Linyi,35.0606,118.3425,Shandong,10820000,7
Shijiazhuang,Shijiazhuang,38.0422,114.5086,Hebei,10784600,7
Zhengzhou,Zhengzhou,34.7492,113.6605,Henan,10136000,7
Nanyang,Nanyang,32.9987,112.5292,Henan,10013600,7
HyderÄbÄd,Hyderabad,17.3617,78.4747,Telangana,9840000,3
Wuhan,Wuhan,30.5872,114.2881,Hubei,9729000,7
Handan,Handan,36.6116,114.4894,Hebei,9549700,7
Nagoya,Nagoya,35.1167,136.9333,Aichi,9522000,1
Weifang,Weifang,36.7167,119.1,Shandong,9373000,7
Lima,Lima,-12.06,-77.0375,Lima,8992000,23
Zhoukou,Zhoukou,33.625,114.6418,Henan,8953172,7
Luanda,Luanda,-8.8383,13.2344,Luanda,8883000,24
Ganzhou,Ganzhou,25.8292,114.9336,Jiangxi,8677600,7
Tongshan,Tongshan,34.261,117.1859,Jiangsu,8669000,7
Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,Kuala Lumpur,8639000,25
Chicago,Chicago,41.8373,-87.6862,Illinois,8604203,10
Heze,Heze,35.2333,115.4333,Shandong,8287693,7
Chongqing,Chongqing,29.55,106.5069,Chongqing,8261000,7
Hanoi,Hanoi,21.0245,105.8412,HÃ  Ná»™i,8246600,19
Fuyang,Fuyang,32.8986,115.8045,Anhui,8200264,7
Changsha,Changsha,28.1987,112.9709,Hunan,8154700,7
Dongguan,Dongguan,23.0475,113.7493,Guangdong,8142000,7
Jining,Jining,35.4,116.5667,Shandong,8081905,7
Jinan,Jinan,36.6667,116.9833,Shandong,7967400,7
Pune,Pune,18.5196,73.8553,MahÄrÄshtra,7948000,3
Foshan,Foshan,23.0292,113.1056,Guangdong,7905700,7
BogotÃ¡,Bogota,4.6126,-74.0705,BogotÃ¡,7743955,26
Nanjing,Nanjing,32.05,118.7667,Jiangsu,7729000,7
Ahmedabad,Ahmedabad,23.03,72.58,GujarÄt,7717000,3
Changchun,Changchun,43.9,125.2,Jilin,7674439,7
Tangshan,Tangshan,39.6292,118.1742,Hebei,7577289,7
Cangzhou,Cangzhou,38.3037,116.8452,Hebei,7544300,7
Dar es Salaam,Dar es Salaam,-6.8,39.2833,Dar es Salaam,7461000,27
Hefei,Hefei,31.8639,117.2808,Anhui,7457027,7
Shaoyang,Shaoyang,27.2418,111.4725,Hunan,7370500,7
Zhanjiang,Zhanjiang,21.1967,110.4031,Guangdong,7332000,7
Shangqiu,Shangqiu,34.4259,115.6467,Henan,7325300,7
Nantong,Nantong,31.9829,120.8873,Jiangsu,7283622,7
Yancheng,Yancheng,33.3936,120.1339,Jiangsu,7260240,7
Nanning,Nanning,22.8192,108.315,Guangxi,7254100,7
Hengyang,Hengyang,26.8968,112.5857,Hunan,7243400,7
Zhumadian,Zhumadian,32.9773,114.0253,Henan,7231234,7
Shenyang,Shenyang,41.8039,123.4258,Liaoning,7208000,7
Xingtai,Xingtai,37.0659,114.4753,Hebei,7104103,7
Xiâ€™an,Xi'an,34.2667,108.9,Shaanxi,7090000,7
Santiago,Santiago,-33.45,-70.6667,RegiÃ³n Metropolitana,7026000,29
Yantai,Yantai,37.3997,121.2664,Shandong,6968202,7
Riyadh,Riyadh,24.65,46.71,Ar RiyÄá¸‘,6889000,30
Luoyang,Luoyang,34.6587,112.4245,Henan,6888500,7
Kunming,Kunming,25.0433,102.7061,Yunnan,6850000,7
Shangrao,Shangrao,28.4419,117.9633,Jiangxi,6810700,7
Hangzhou,Hangzhou,30.25,120.1675,Zhejiang,6713000,7
Bijie,Bijie,27.3019,105.2863,Guizhou,6686100,7
Quanzhou,Quanzhou,24.9139,118.5858,Fujian,6480000,7
Miami,Miami,25.7839,-80.2102,Florida,6445545,10
Wuxi,Wuxi,31.5667,120.2833,Jiangsu,6372624,7
Huanggang,Huanggang,30.45,114.875,Hubei,6333000,7
Maoming,Maoming,21.6618,110.9178,Guangdong,6313200,7
Nanchong,Nanchong,30.7991,106.0784,Sichuan,6278614,7
Zunyi,Zunyi,27.705,106.9336,Guizhou,6270700,7
Qujing,Qujing,25.5102,103.8029,Yunnan,6155400,7
Xinyang,Xinyang,32.1264,114.0672,Henan,6109106,7
Baghdad,Baghdad,33.35,44.4167,BaghdÄd,6107000,31
Jieyang,Jieyang,23.5533,116.3649,Guangdong,6089400,7
Khartoum,Khartoum,15.6031,32.5265,Khartoum,6017000,32
Madrid,Madrid,40.4167,-3.7167,Madrid,6006000,33
AllahÄbÄd,Allahabad,25.45,81.85,Uttar Pradesh,5954391,3
Yulin,Yulin,22.6293,110.1507,Guangxi,5849700,7
Changde,Changde,29.0397,111.6839,Hunan,5827200,7
Liaocheng,Liaocheng,36.45,115.9833,Shandong,5789863,7
Qingdao,Qingdao,36.1167,120.4,Shandong,5775000,7
Dallas,Dallas,32.7936,-96.7662,Texas,5743938,10
Nangandao,Nangandao,35.2992,113.8851,Henan,5708191,7
Xiangyang,Xiangyang,32.0654,112.1531,Hubei,5680000,7
Philadelphia,Philadelphia,40.0077,-75.1339,Pennsylvania,5649300,10
Luâ€™an,Lu'an,31.7542,116.5078,Anhui,5611701,7
Giza,Giza,29.987,31.2118,Al JÄ«zah,5598402,9
Zhaotong,Zhaotong,27.3328,103.7144,Yunnan,5591000,7
Yichun,Yichun,27.8041,114.383,Jiangxi,5573200,7
Dezhou,Dezhou,37.4513,116.3105,Shandong,5568235,7
Nanchang,Nanchang,28.6842,115.8872,Jiangxi,5545500,7
Nairobi,Nairobi,-1.2864,36.8172,Nairobi City,5545000,34
Taiâ€™an,Tai'an,36.2001,117.0809,Shandong,5494207,7
Dazhou,Dazhou,31.2152,107.4947,Sichuan,5468097,7
Houston,Houston,29.7863,-95.3889,Texas,5464251,10
Yongzhou,Yongzhou,26.4515,111.5953,Hunan,5452100,7
Atlanta,Atlanta,33.7627,-84.4224,Georgia,5449398,10
Guadalajara,Guadalajara,20.6767,-103.3475,Jalisco,5437000,8
Rangoon,Rangoon,16.795,96.16,Yangon,5430000,35
Toronto,Toronto,43.7417,-79.3733,Ontario,5429524,36
Suihua,Suihua,46.6384,126.9808,Heilongjiang,5418153,7
Saint Petersburg,Saint Petersburg,59.95,30.3167,Sankt-Peterburg,5384342,11
Washington,Washington,38.9047,-77.0163,District of Columbia,5379184,10
Qiqihar,Qiqihar,47.3398,123.9512,Heilongjiang,5367003,7
Suzhou,Suzhou,33.6333,116.9683,Anhui,5352924,7
Shantou,Shantou,23.3735,116.6941,Guangdong,5319028,7
Weinan,Weinan,34.4996,109.4684,Shaanxi,5286077,7
Changzhou,Changzhou,31.8122,119.9692,Jiangsu,5278121,7
Singapore,Singapore,1.3,103.8,Central Singapore,5271000,37
Fuzhou,Fuzhou,26.0769,119.2917,Fujian,5245000,7
Pudong,Pudong,31.2231,121.5397,Shanghai,5187200,7
Belo Horizonte,Belo Horizonte,-19.9281,-43.9419,Minas Gerais,5159000,5
Zhangzhou,Zhangzhou,24.5093,117.6612,Fujian,5140000,7
Yuncheng,Yuncheng,35.0304,110.998,Shanxi,5134779,7
Suzhou,Suzhou,31.304,120.6164,Jiangsu,5103000,7
Xianyang,Xianyang,34.35,108.7167,Shaanxi,5096001,7
Guilin,Guilin,25.2667,110.2833,Guangxi,5085500,7
Taizhou,Taizhou,32.4831,119.9,Jiangsu,5031000,7
Abidjan,Abidjan,5.3364,-4.0267,Abidjan,4980000,38
Huaihua,Huaihua,27.5494,109.9592,Hunan,4979600,7
Jiâ€™an,Ji'an,27.1172,114.9793,Jiangxi,4956600,7
Xiaoganzhan,Xiaoganzhan,30.9273,113.911,Hubei,4921000,7
Pingdingshan,Pingdingshan,33.735,113.2999,Henan,4904701,7
Jiujiang,Jiujiang,29.7048,116.0021,Jiangxi,4896800,7
Guiyang,Guiyang,26.5794,106.7078,Guizhou,4881900,7
SÅ«rat,Surat,21.17,72.83,GujarÄt,4875000,3
Alexandria,Alexandria,31.2,29.9167,Al IskandarÄ«yah,4870000,9
Bozhou,Bozhou,33.8626,115.7742,Anhui,4850657,7
Sydney,Sydney,-33.865,151.2094,New South Wales,4840600,39
Huizhou,Huizhou,23.1115,114.4152,Guangdong,4830000,7
Huaiâ€™an,Huai'an,33.5,119.1331,Jiangsu,4799889,7
Chenzhou,Chenzhou,25.7989,113.0267,Hunan,4744500,7
Barcelona,Barcelona,41.3825,2.1769,Catalonia,4735000,33
Anqing,Anqing,30.5,117.0333,Anhui,4723000,7
Suqian,Suqian,33.9331,118.2831,Jiangsu,4719178,7
Boston,Boston,42.3188,-71.0846,Massachusetts,4688346,10
Jiangmen,Jiangmen,22.5833,113.0833,Guangdong,4630300,7
Mianyang,Mianyang,31.4669,104.7385,Sichuan,4613862,7
Harbin,Harbin,45.75,126.6333,Heilongjiang,4583000,7
Huanglongsi,Huanglongsi,34.7936,114.3403,Henan,4564900,7
Zibo,Zibo,36.7831,118.0497,Shandong,4530597,7
Melbourne,Melbourne,-37.8136,144.9631,Victoria,4529500,39
Dalian,Dalian,38.9,121.6,Liaoning,4480000,7
Hengshui,Hengshui,37.7348,115.686,Hebei,4472000,7
Yibin,Yibin,28.7596,104.64,Sichuan,4471896,7
Yangzhou,Yangzhou,32.3912,119.4363,Jiangsu,4459760,7
TimbÃ­o,Timbio,2.3528,-76.6819,Cauca,4444444,26
Johannesburg,Johannesburg,-26.2044,28.0416,Gauteng,4434827,40
Yiyang,Yiyang,28.5833,112.3333,Hunan,4413800,7
Guigang,Guigang,23.0961,109.6092,Guangxi,4409200,7
Xinpu,Xinpu,34.5906,119.1801,Jiangsu,4393482,7
Meizhou,Meizhou,24.2998,116.1191,Guangdong,4378800,7
Casablanca,Casablanca,33.5992,-7.62,Casablanca-Settat,4370000,41
Langfang,Langfang,39.5196,116.7006,Hebei,4358839,7
Zhangjiakou,Zhangjiakou,40.8108,114.8811,Hebei,4345485,7
Chifeng,Chifeng,42.2663,118.9223,Inner Mongolia,4341245,7
Linfen,Linfen,36.0812,111.5087,Shanxi,4316610,7
Jiangguanchi,Jiangguanchi,34.0244,113.8201,Henan,4307488,7
Kabul,Kabul,34.5328,69.1658,KÄbul,4273156,42
Phoenix,Phoenix,33.5722,-112.0891,Arizona,4219697,10
Luzhou,Luzhou,28.8918,105.4409,Sichuan,4218427,7
Taiyuan,Taiyuan,37.8733,112.5425,Shanxi,4201592,7
Zhaoqing,Zhaoqing,23.05,112.4667,Guangdong,4151700,7
Xiaoxita,Xiaoxita,30.7083,111.2803,Hubei,4137900,7
Xiamen,Xiamen,24.4797,118.0819,Fujian,4110000,7
Fuzhou,Fuzhou,27.9814,116.3577,Jiangxi,4047200,7
Liuzhou,Liuzhou,24.3264,109.4281,Guangxi,4041700,7
Zhuzhou,Zhuzhou,27.8407,113.1469,Hunan,4020800,7
Amman,Amman,31.95,35.9333,Al â€˜Ä€ÅŸimah,4007526,43
Jeddah,Jeddah,21.5428,39.1728,Makkah al Mukarramah,3976000,30
Chuzhou,Chuzhou,32.3062,118.3115,Anhui,3937868,7
Loudi,Loudi,27.7378,111.9974,Hunan,3931800,7
Deyang,Deyang,31.1289,104.395,Sichuan,3877000,7
Qingyuan,Qingyuan,23.6842,113.0507,Guangdong,3874000,7
Kano,Kano,12,8.5167,Kano,3848885,15
Wuhu,Wuhu,31.334,118.3622,Anhui,3842100,7
Seattle,Seattle,47.6211,-122.3244,Washington,3789215,10
Yokohama,Yokohama,35.4333,139.6333,Kanagawa,3757630,1
Binzhou,Binzhou,37.3806,118.0125,Shandong,3748474,7
Baojishi,Baojishi,34.3609,107.1751,Shaanxi,3738700,7
Zaozhuang,Zaozhuang,34.8667,117.55,Shandong,3729140,7
Neijiang,Neijiang,29.5872,105.0635,Sichuan,3702847,7
Baicheng,Baicheng,23.901,106.6194,Guangxi,3669400,7
Berlin,Berlin,52.5167,13.3833,Berlin,3664088,44
Anshan,Anshan,41.1066,122.9895,Liaoning,3645884,7
Lanzhou,Lanzhou,36.0617,103.8318,Gansu,3616163,7
Puyang,Puyang,35.7639,115.03,Henan,3598740,7
San Francisco,San Francisco,37.7562,-122.443,California,3592294,10
Jiaozuo,Jiaozuo,35.229,113.2304,Henan,3590700,7
Hechi,Hechi,24.6928,108.085,Guangxi,3545700,7
MontrÃ©al,Montreal,45.5089,-73.5617,Quebec,3519595,36
Detroit,Detroit,42.3834,-83.1024,Michigan,3506126,10
Chengde,Chengde,40.9739,117.9322,Hebei,3473201,7
Busan,Busan,35.1,129.0403,Busan,3453198,6
Hanzhong,Hanzhong,33.0794,107.026,Shaanxi,3416196,7
Algiers,Algiers,36.7764,3.0586,Alger,3415811,45
Shiyan,Shiyan,32.6351,110.7755,Hubei,3398000,7
Siping,Siping,43.1715,124.3644,Jilin,3385156,7
Lucknow,Lucknow,26.847,80.947,Uttar Pradesh,3382000,3
Yulinshi,Yulinshi,38.2655,109.7388,Shaanxi,3351436,7
Changzhi,Changzhi,36.1953,113.097,Shanxi,3334565,7
Qinzhou,Qinzhou,21.95,108.6167,Guangxi,3304400,7
Bazhou,Bazhou,31.8576,106.7559,Sichuan,3283148,7
Qincheng,Qincheng,34.5809,105.7311,Gansu,3262549,7
Zhongshan,Zhongshan,22.5333,113.35,Guangdong,3260000,7
Suining,Suining,30.5098,105.5737,Sichuan,3252619,7
Leshan,Leshan,29.5854,103.7575,Sichuan,3235759,7
San Diego,San Diego,32.8312,-117.1225,California,3220118,10
Guangâ€™an,Guang'an,30.4673,106.6336,Sichuan,3205476,7
Faisalabad,Faisalabad,31.418,73.079,Punjab,3203846,17
Tongren,Tongren,27.7233,109.1885,Guizhou,3168800,7
Bengbu,Bengbu,32.9354,117.3531,Anhui,3164467,7
Santa Cruz,Santa Cruz,-17.7892,-63.1975,Santa Cruz,3151676,46
Qinhuangdao,Qinhuangdao,39.9398,119.5881,Hebei,3146300,7
Tongliao,Tongliao,43.6172,122.264,Inner Mongolia,3139153,7
Jinzhou,Jinzhou,41.1144,121.1292,Liaoning,3126463,7
Zhenjiang,Zhenjiang,32.2109,119.4551,Jiangsu,3113384,7
ÃœrÃ¼mqi,Urumqi,43.8225,87.6125,Xinjiang,3112559,7
Heyuan,Heyuan,23.7503,114.6923,Guangdong,3093900,7
Jaipur,Jaipur,26.9167,75.8667,RÄjasthÄn,3073350,3
Xinzhou,Xinzhou,38.4178,112.7233,Shanxi,3067501,7
Wuzhou,Wuzhou,23.4833,111.3167,Guangxi,3061100,7
Chaoyang,Chaoyang,41.5757,120.4486,Liaoning,3044641,7
Addis Ababa,Addis Ababa,9.0272,38.7369,Ä€dÄ«s Ä€beba,3041002,47
BrasÃ­lia,Brasilia,-15.7939,-47.8828,Distrito Federal,3015268,5
Mashhad,Mashhad,36.3069,59.6042,KhorÄsÄn-e Raáº•avÄ«,3001184,20
Shaoguan,Shaoguan,24.8011,113.5927,Guangdong,2997600,7
Shanwei,Shanwei,22.7664,115.3331,Guangdong,2993600,7
Kuwait City,Kuwait City,29.375,47.98,Al â€˜Ä€ÅŸimah,2989000,48
Minneapolis,Minneapolis,44.9635,-93.2678,Minnesota,2977172,10
Kyiv,Kyiv,50.45,30.5236,"Kyyiv, Misto",2963199,49
Quezon City,Quezon City,14.6333,121.0333,Quezon,2960048,4
Sanaa,Sanaa,15.35,44.2,AmÄnat al â€˜Ä€ÅŸimah,2957000,50
Meishan,Meishan,30.0575,103.8381,Sichuan,2950545,7
Guatemala City,Guatemala City,14.6099,-90.5252,Guatemala,2934841,51
Incheon,Incheon,37.4639,126.6486,Incheon,2913024,6
Ningde,Ningde,26.6617,119.5228,Fujian,2910000,7
Tampa,Tampa,27.9942,-82.4451,Florida,2908063,10
Daqing,Daqing,46.5979,125.008,Heilongjiang,2904532,7
Putian,Putian,25.4394,119.0103,Fujian,2900000,7
Salvador,Salvador,-12.9708,-38.5108,Bahia,2886698,5
Surabaya,Surabaya,-7.2458,112.7378,Jawa Timur,2885555,2
Denver,Denver,39.7621,-104.8759,Colorado,2876625,10
Bandung,Bandung,-6.95,107.5667,Jawa Barat,2875673,2
Rome,Rome,41.8931,12.4828,Lazio,2872800,52
La Paz,La Paz,-16.4942,-68.1475,La Paz,2867504,46
Hohhot,Hohhot,40.8151,111.6629,Inner Mongolia,2866615,7
Xiangtan,Xiangtan,27.8431,112.9228,Hunan,2864800,7
Pyongyang,Pyongyang,39.03,125.73,Pâ€™yÅngyang,2863000,53
Weihai,Weihai,37.5,122.1,Shandong,2804771,7
Taichung,Taichung,24.15,120.6667,Taichung,2803894,54
Rizhao,Rizhao,35.4164,119.4331,Shandong,2801013,7
Mudanjiang,Mudanjiang,44.5861,129.5997,Heilongjiang,2798723,7
Kaohsiung,Kaohsiung,22.6167,120.3,Kaohsiung,2773533,54
Guayaquil,Guayaquil,-2.19,-79.8875,Guayas,2723665,55
Tieling,Tieling,42.2841,123.8365,Liaoning,2717732,7
Cawnpore,Cawnpore,26.4725,80.3311,Uttar Pradesh,2701324,3
Dingxi,Dingxi,35.5806,104.6263,Gansu,2698624,7
Nanping,Nanping,26.6448,118.1728,Fujian,2690000,7
Taipei,Taipei,25.0478,121.5319,Taipei,2684567,54
Zigong,Zigong,29.3498,104.7645,Sichuan,2678899,7
Chaozhou,Chaozhou,23.67,116.63,Guangdong,2656600,7
Baotou,Baotou,40.6562,109.8345,Inner Mongolia,2650364,7
Longyan,Longyan,25.0881,117.0244,Fujian,2640000,7
Ankang,Ankang,32.6877,109.0235,Shaanxi,2629906,7
Baoshan,Baoshan,25.1211,99.169,Yunnan,2627000,7
Huludao,Huludao,40.7094,120.8378,Liaoning,2623541,7
Antananarivo,Antananarivo,-18.9386,47.5214,Antananarivo,2610000,56
Gulou,Gulou,26.0819,119.2981,Fujian,2606000,7
Yanjiang,Yanjiang,30.1256,104.6397,Sichuan,2593843,7
Santo Domingo,Santo Domingo,18.4764,-69.8933,Ozama,2581827,57
Chattogram,Chattogram,22.335,91.8325,Chittagong,2581643,13
Sanming,Sanming,26.2658,117.6302,Fujian,2580000,7
Longba,Longba,33.535,105.349,Gansu,2567718,7
Brooklyn,Brooklyn,40.6501,-73.9496,New York,2559903,10
Yangjiang,Yangjiang,21.8556,111.9627,Guangdong,2555600,7
Jiamusi,Jiamusi,46.8081,130.3653,Heilongjiang,2552097,7
Ibadan,Ibadan,7.3964,3.9167,Oyo,2550593,15
Luohe,Luohe,33.583,114.0109,Henan,2544266,7
Lincang,Lincang,23.8864,100.0871,Yunnan,2536000,7
Xuanzhou,Xuanzhou,30.9475,118.7518,Anhui,2532938,7
MedellÃ­n,Medellin,6.2447,-75.5748,Antioquia,2529403,26
Yunfu,Yunfu,22.9242,112.0353,Guangdong,2526900,7
Dubai,Dubai,25.2697,55.3094,Dubayy,2502715,58
Tashkent,Tashkent,41.3,69.2667,Toshkent,2497900,59
MirzÄpur,Mirzapur,25.15,82.58,Uttar Pradesh,2496970,3
Guangyuan,Guangyuan,32.4353,105.8398,Sichuan,2484122,7
Huangshi,Huangshi,30.2018,115.0326,Hubei,2471700,7
Cali,Cali,3.44,-76.5197,Valle del Cauca,2471474,26
Daegu,Daegu,35.8667,128.6,Daegu,2461002,6
Ouagadougou,Ouagadougou,12.3686,-1.5275,Centre,2453496,60
Fortaleza,Fortaleza,-3.7275,-38.5275,CearÃ¡,2452185,5
Douala,Douala,4.05,9.7,Littoral,2446945,61
Dandong,Dandong,40.1167,124.3833,Liaoning,2444697,7
YaoundÃ©,Yaounde,3.8578,11.5181,Centre,2440462,61
Yingkou,Yingkou,40.6653,122.2297,Liaoning,2428534,7
Lianshan,Lianshan,40.7523,120.828,Liaoning,2426000,7
NÄgpur,Nagpur,21.1539,79.0831,MahÄrÄshtra,2405665,3
Jilin,Jilin,43.8519,126.5481,Jilin,2396000,7
Omdurman,Omdurman,15.6167,32.48,Khartoum,2395159,32
Yuxi,Yuxi,24.3495,102.5432,Yunnan,2386000,7
Bekasi,Bekasi,-6.2333,107,Jawa Barat,2381053,2
GhÄziÄbÄd,Ghaziabad,28.6667,77.4167,Uttar Pradesh,2375820,3
Brisbane,Brisbane,-27.4678,153.0281,Queensland,2360241,39
Anshun,Anshun,26.2456,105.934,Guizhou,2353100,7
Shangzhou,Shangzhou,33.868,109.9244,Shaanxi,2341742,7
Huainan,Huainan,32.4831,117.0164,Anhui,2333896,7
Depok,Depok,-6.394,106.8225,Jawa Barat,2330333,2
Kuaidamao,Kuaidamao,41.7302,125.9471,Jilin,2324439,7
Accra,Accra,5.6037,-0.187,Greater Accra,2291352,62
Fukuoka,Fukuoka,33.6,130.4167,Fukuoka,2280000,1
Jincheng,Jincheng,35.4906,112.8483,Shanxi,2279146,7
Vancouver,Vancouver,49.25,-123.1,British Columbia,2264823,36
Tangerang,Tangerang,-6.1783,106.6319,Jawa Barat,2237006,2
Sanmenxia,Sanmenxia,34.7736,111.195,Henan,2234018,7
Laibin,Laibin,23.7333,109.2333,Guangxi,2233900,7
Queens,Queens,40.7498,-73.7976,New York,2230722,10
Qinbaling,Qinbaling,35.7278,107.64,Gansu,2211191,7
Xining,Xining,36.6239,101.7787,Qinghai,2208708,7
Maâ€™anshan,Ma'anshan,31.6858,118.5101,Anhui,2202899,7
Yanâ€™an,Yan'an,36.5952,109.4863,Shaanxi,2187009,7
Baku,Baku,40.3667,49.8352,BakÄ±,2181800,63
Gaoping,Gaoping,30.7824,106.1281,Sichuan,2174000,7
Harare,Harare,-17.8292,31.0522,Harare,2150000,64
Havana,Havana,23.1367,-82.3589,La Habana,2141652,65
Phnom Penh,Phnom Penh,11.5696,104.921,Phnom Penh,2129371,66
Ningbo,Ningbo,29.875,121.5492,Zhejiang,2125500,7
Mogadishu,Mogadishu,2.0408,45.3425,Banaadir,2120000,67
Puning,Puning,23.2993,116.1586,Guangdong,2118200,7
Huaibei,Huaibei,33.9562,116.789,Anhui,2114276,7
Qingyang,Qingyang,24.8141,118.5792,Fujian,2111000,7
Medan,Medan,3.6667,98.6667,Sumatera Utara,2109330,2
Riverside,Riverside,33.9381,-117.3948,California,2107852,10
Baltimore,Baltimore,39.3051,-76.6144,Maryland,2106068,10
Las Vegas,Las Vegas,36.2333,-115.2654,Nevada,2104198,10
Haiphong,Haiphong,20.8,106.6667,Háº£i PhÃ²ng,2103500,19
Chongzuo,Chongzuo,22.4167,107.3667,Guangxi,2099400,7
Rawalpindi,Rawalpindi,33.6007,73.0679,Punjab,2098231,17
Portland,Portland,45.5372,-122.65,Oregon,2074775,10
Hezhou,Hezhou,24.4164,111.5478,Guangxi,2072600,7
Kumasi,Kumasi,6.6833,-1.6167,Ashanti,2069350,62
Pingliang,Pingliang,35.5412,106.6819,Gansu,2068033,7
Vadodara,Vadodara,22.3,73.2,GujarÄt,2065771,3
San Antonio,San Antonio,29.4658,-98.5253,Texas,2049293,10
Perth,Perth,-31.9522,115.8589,Western Australia,2039200,39
VishÄkhapatnam,Vishakhapatnam,17.7333,83.3167,Andhra Pradesh,2035922,3
Shengli,Shengli,37.45,118.4667,Shandong,2035338,7
Baicheng,Baicheng,45.6148,122.832,Jilin,2032356,7
Gujranwala,Gujranwala,32.15,74.1833,Punjab,2027001,17
St. Louis,St. Louis,38.6358,-90.2451,Missouri,2024074,10
Fushun,Fushun,41.8708,123.8917,Liaoning,2024000,7
Quito,Quito,-0.22,-78.5125,Pichincha,2011388,55
Minsk,Minsk,53.9022,27.5618,Minsk,2009786,69
Bamako,Bamako,12.6458,-7.9922,Bamako,2009109,68
Indore,Indore,22.7206,75.8472,Madhya Pradesh,1994397,3
Yinchuan,Yinchuan,38.4795,106.2254,Ningxia,1993088,7
Kananga,Kananga,-5.8961,22.4167,KasaÃ¯ Central,1971704,18
Peshawar,Peshawar,34,71.5,Khyber Pakhtunkhwa,1970042,17
Sapporo,Sapporo,43.0621,141.3544,HokkaidÅ,1961690,1
EÅŸfahÄn,Esfahan,32.6447,51.6675,EÅŸfahÄn,1961260,20
Caracas,Caracas,10.5,-66.9333,Distrito Capital,1943901,70
Pingxiang,Pingxiang,27.6333,113.85,Jiangxi,1933200,7
Tijuana,Tijuana,32.525,-117.0333,Baja California,1922523,8
Almaty,Almaty,43.25,76.9,Almaty,1916822,72
Aleppo,Aleppo,36.2,37.15,á¸¨alab,1916781,71
Vienna,Vienna,48.2083,16.3725,Wien,1911191,73
Sacramento,Sacramento,38.5667,-121.4683,California,1898019,10
Blantyre,Blantyre,-15.7861,35.0058,Blantyre,1895973,74
Zhuhai,Zhuhai,22.2769,113.5678,Guangdong,1891100,7
ThÄne,Thane,19.18,72.9633,MahÄrÄshtra,1886941,3
Tainan,Tainan,22.9833,120.1833,Tainan,1883831,54
Bucharest,Bucharest,44.4,26.0833,BucureÅŸti,1883425,75
Curitiba,Curitiba,-25.4297,-49.2719,ParanÃ¡,1879355,5
Xiping,Xiping,40.082,113.2981,Shanxi,1873000,7
Multan,Multan,30.1978,71.4711,Punjab,1871843,17
Jixi,Jixi,45.2937,130.965,Heilongjiang,1862165,7
Saidu Sharif,Saidu Sharif,34.75,72.3572,Khyber Pakhtunkhwa,1860310,17
Liaoyang,Liaoyang,41.2643,123.1772,Liaoning,1858768,7
Ecatepec,Ecatepec,19.6097,-99.06,MÃ©xico,1857188,8
